speaker,confidence,text,target,sentiment,category,summary
Unknown,0.0,"규민 님은 어쨌든 지금 새로운 사람 만나는 자격도 있는 거고, 나연이는 걱정이 되는데, 나는 걱정이 안 되고, 이런 얘기 자체가 마음이 지금 없다라고 우리가 생각하는 규민이 이런 얘기를 들으면 들을수록 더 싫어지고, 그래서 그 마음이 결국 인터뷰에서 싫더라고요라는 얘기를 할 수밖에 없게끔 만들어버린 거기까지 감정의 골이 들어가지 않았나?",정규민,negative,negative_emotion,규민에 대한 부정적인 감정이 심화되어 인터뷰에서 싫어하는 감정을 표현하게 된 상황에 대한 언급.
Unknown,0.0,혜윤 씨가 계속 뭐 왜 나는 걱정 안 해 왜 쟤만 걱정하고 왜 방에 들어가서 얘기해 이런 거 자체가 이제 규민 씨는 왜 얘는 지금 나한테 이렇게 여자친구인 것 처럼 그러니깐 더 뭔가 불편해지는 것 같아요.,정규민,negative,emotion_polarity,혜윤이 규민에게 여자친구처럼 구는 태도에 불편함을 느낌.
Unknown,0.0,그 말이 좀 직접적인 말이었던 것 같아요.,,neutral,statement,화자는 앞선 발언이 직접적이었다고 평가함.
Unknown,0.0,왜 나는 걱정 안 해? 그렇게 둘 사이에 가까워졌어? 이런 거 자체가 어떻게 보면 집착같이 느껴질 수도 있어 규민 입장에서 말이야 얘 왜 이렇게까지 얘기하지 나한테? 답답할 수 있죠 두 분의 마음을 다 이해하는데 되게 불편하긴 하고 속상하기도 하고 사람 마음이 이렇게 다른 게 너무 속상하다. ------------------------- 씬5 X룸 방문,정규민,negative,emotion_polarity,"화자는 정규민과 성해은 사이의 가까워짐에 대한 걱정과 불편함, 속상함을 표현하며, 이러한 감정이 집착처럼 느껴질 수 있다는 점을 인지하고 답답함을 느낀다고 말함. 사람 마음이 다른 것에 대한 속상함도 드러냄."
성해은,,음.. 지금까지는 다 X와의 시간을 가지는 게 전혀 없었잖아요. 그리고 이렇게 공식적으로 엑스와의 시간을 가질 수 있게 해주는 게 드디어 왔구나 싶어서 너무 기뻤고 나를 계속 보는 마음은 어떤지 다 궁금했어요.,정규민,positive,emotion_polarity,"X와의 시간을 가지게 되어 기쁘고, 상대방의 마음이 궁금하다고 말함."
성해은,,나나나 편지도 서로 애기 얘기하면서 너무너무 알콩달콩하게 잘 지냈던 시절이 딱 눈에 보이니까 좀 안 믿기기도 하고 슬펐어요.,,negative,emotion_polarity,과거의 행복했던 시절을 회상하며 슬픔을 느낌.
성해은,,군대 때나 지금까지 싸웠었던 행복했던 편지나 다 간직하고 있었다는 게 저도 놀라워요.,정규민,positive,memory,군대 시절부터 지금까지 주고받았던 편지를 간직하고 있었다는 사실에 놀라워하며 행복했던 과거를 회상하는 발언
성해은,,규민이는 항상 저한테 필요한 선물을 센스 있게 항상 줬었어 어떡해..,정규민,negative,emotion_polarity,정규민과의 과거를 회상하며 선물을 언급하는 내용에서 부정적인 감정이 드러남.
성해은,,나 이거 진짜 가지고 싶었는데..,,positive,emotion_expression,가지고 싶었던 물건에 대한 긍정적 감정 표현
성해은,,제가 비행 갔을 때 사준 옷들이 걸려있더라고요.,정규민,neutral,attention,정규민이 과거에 사준 옷을 언급하며 과거를 회상하고 있다.
성해은,,안 버리고 가지고 있었구나.,정규민,neutral,attention,정규민이 과거에 자신과 관련되었던 물건을 버리지 않고 가지고 있었다는 사실을 인지함.
성해은,,"그래서 그거 아직 가지고 있는 게 고맙고, 그때 진짜 너무 좋았었는데 하면서 추억하게 되고, 혜은이가 뭘 하든 응원한다고 규민이가 늘 그냥 저한테는 그런 사람이었거든요.",정규민,positive,emotion_polarity,"정규민에 대한 고마움과 좋았던 과거 추억을 회상하며, 그가 항상 자신을 응원해주는 존재였음을 언급하며 긍정적인 감정을 표현함."
성해은,,"뒤에서 그림자처럼 뭐라든지 응원해주는 사람이었어서 그랬던 시절이 있었는데, 하고 좋기도 했고, 그랬던 규민이 와, 지금 모습이 너무나도 대비돼서 아봤죠?",정규민,negative,emotion_polarity,과거 정규민의 모습과 현재 모습이 대비되어 힘들어하는 감정을 드러냄.
성해은,,너무 지금이랑은 너무 다른 모습의 우리라서 너무 슬펐어요.,,negative,emotion_polarity,현재와 다른 과거의 모습에 슬픔을 느낌.
성해은,,규민이가 저한테 응원해줬던 거들 다 너무 벅차게 행복했는데 또 아픈것들도 있더라구요.,정규민,복합적,감정,규민의 응원에 행복했지만 아픈 감정도 느꼈다는 발언
성해은,,너랑 똑같은 사람을 만나라는 말 아팠어요.,정규민,negative,emotion_polarity,과거 연애에 대한 언급에 부정적인 감정을 드러냄.
성해은,,너는 너랑 똑같은 사람 만나서 그런 연애하라고 제발 가라고 했었어서. 그 말이 다시 회상이 됐었어요.,정규민,negative,emotion_polarity,과거 정규민에게 모진 말을 했던 기억을 떠올리며 괴로워하고 있다.
성해은,,규민이 붙잡으려고 뭐라도 하려고 막 꽉 채워서 쓴 규민이 붙잡는 말들이었거든요.,정규민,negative,attention,규민을 붙잡기 위해 노력했던 과거의 발언에 대한 언급
성해은,,진짜.. 끝인 것 같아서 그 편지를 줄 필요가 없었어서 그 편지는 제가 가지고 있었던 것 같아요.,정규민,negative,attention,성해은은 과거 연애의 끝을 언급하며 편지를 전달하지 않았던 상황을 회상한다. 이는 과거 연인(X)에 대한 간접적인 언급으로 해석될 수 있다.
성해은,,"너무 오래 만났다 보니까 초반 연애처럼 뜨겁지 않은데 더 차갑지도 않고 그냥 잔잔하게 따뜻하게 쭉 갔었던 것 같아요. 다들 20살, 21살 때 막 그렇게 놀고 하던 것을 규민이만 계속 만나다 보니까 이게 20살 중반 되다 보니까 이제 애들 다 놀고 나도 궁금한 거예요.",정규민,복합적,관계,"오래된 연애로 인해 초반의 뜨거움은 사라졌지만 잔잔한 따뜻함이 유지되었고, 20살 초반부터 특정 인물만 만나 다른 경험에 대한 궁금증이 생김."
정규민,,"이제 나이 들면서 자연스럽게 변하겠지만, 어렸을 때는 확실히 내 사람만 보는 사람이었다면 보이잖아요. 점점 나한테 소홀해지고 에너지가 떨어지고, 내가 그 좀 혜은이한테 맞지 않겠다. 이런 생각이 계속 들었던 것 같아요.",성해은,negative,관계,"정규민은 어렸을 때는 내 사람만 보는 사람이었지만, 점점 성해은에게 소홀해지고 에너지가 떨어져 맞지 않겠다는 생각이 들었다고 말함."
성해은,,"스무 살 중반기쯤부터, 막 제가 좀 더 놀고 싶고 연락도 안 하고 친구들하고 술 마시러 나가고, 그렇게 신뢰를 깨트리는 행동을 많이 했었어요. 제가 친구들이랑 놀고 왔던 날이었거든요. 그거 다 걸리고 연락을 아예 안 하고, 그냥 저는 잠든 건데. 근데 그것도 너무 순수했던 우리 혜은이가 놀러 나갔고, 이런 모습을 보다 보니까",정규민,negative,emotion_polarity,"과거에 친구들과 노느라 연락을 소홀히 하고 신뢰를 깨트리는 행동을 많이 했다고 말하며, 이로 인해 갈등이 있었음을 언급함."
정규민,,"실망을 많이 하기도 했었고, 내가 생각했던 사람이랑 좀 다를 수도 있겠다.",,negative,emotion,정규민은 상대방에 대한 실망감과 기대와 다른 모습에 대한 언급을 통해 부정적인 감정을 드러내고 있다.
정규민,,나는 되게 나만 좋아해주고 그런 환상을 가지고 있었던 거죠. 어떻게 보면 그런 환상이 처음으로 깨졌던 순간.,,negative,attention,자신에 대한 환상이 깨진 것에 대한 언급을 통해 과거 연애에 대한 미련이나 감정을 간접적으로 드러냄.
성해은,,"오히려 그거를 알았다고 너무 내가 올가맨 것 같아서 혜은이를 오히려 그게 좀 미안하고 내 자신이 조금 원망스럽고, 그때 그때쯤에 너무 많이 싸우고 그러다 보니까 그냥 아, 야 안 되겠다 헤어지자 하고 헤어지고, 진짜 내가 잘하고 규민이한테 다른 모습을 보여줘야겠다 마음 먹고 규민이한테 찾아가서 진짜 엉엉 울었죠.",성해은,negative,emotion_polarity,"자신이 올가미 같아서 성해은에게 미안하고 자신을 원망스러워하며, 정규민에게 다른 모습을 보여주기 위해 찾아가 울었던 경험에 대한 발언"
성해은,,"진짜 마스크가 다 젖을 정도로 진짜 진짜 너무 보고 싶고, 잘하겠다고 다시 한 번만 기회 달라고, 그게 마지막으로 붙잡았던 것 같아요",정규민,negative,attention,"전 연인에 대한 그리움과 재회를 바라는 감정을 드러내고, 마지막으로 붙잡았던 상황을 언급하며, 부정적인 감정을 표현함."
성해은,,규민이는 어쨌든 사랑하는 마음이 있어서 저한테 붙잡혀줬었어요,정규민,negative,attention,규민이 자신을 사랑하는 마음이 있어서 붙잡아줬다고 말하며 과거 회상
성해은,,"그냥 저는 제가 할 수 있는 거는 규민이가 바쁘고 연락이 안 되고 나한테 소홀하더라도, 가만히 기다리고 응원해주는 모습을 보이는 것 뿐이었어요. 근데 그게 쌓이고 쌓이고 쌓여서 저도 너무 서러운 거예요. 비참하고, 그때 규민이한테 제 서러움을 토해냈던 적이 있어요.",정규민,negative,emotion_expression,"성해은은 정규민이 바쁘고 소홀하더라도 기다리고 응원해주는 모습만 보였지만, 서러움이 쌓여 비참함을 느껴 정규민에게 토로한 적이 있다고 말함."
성해은,,"그것도 또 자기 때문에 서운해서 우는 거니까, 그것조차 되게 철없어 보이고, 보기 싫었대요. 그때 저도 그래서 느꼈어요. 이게 진짜 이 관계 끝났구나. 왜냐면 내가 얘 앞에서 우는데도 그 모습조차 보기 싫을 정도로 진짜 마음이 떴구나 싶어서, 그때 딱 진짜 이별을 직감하고 헤어지게 됐어요.",정규민,negative,emotion_polarity,정규민 때문에 서운해서 우는 자신의 모습조차 보기 싫어할 정도로 마음이 뜬 정규민을 보며 이별을 직감하고 헤어지게 되었다는 발언에서 부정적인 감정이 드러난다.
성해은,,엑스 소개서를 제가 처음 봤거든요.,,중립,attention,"엑스(X)를 간접적으로 언급하며, 과거 회상 맥락을 나타냄."
성해은,,잘 읽다가 마지막 문단에 '규민이가 좋은 사람 만나서 행복했으면 좋겠어요' 라고 한 게 갑자기 또 확 아프더라고요.,정규민,negative,emotion_polarity,정규민에 대한 언급에서 부정적인 감정이 드러남. '아프다'라는 직접적인 감정 표현을 통해 슬픔이나 고통을 나타냄.
성해은,,"자기 말고 다른 사람이랑 잘 되기를 원하는 것 같아서, 규민이의 속마음은 역시나 그건가 싶어서,",정규민,negative,emotion_polarity,규민이 다른 사람과 잘 되기를 바라는 것 같아 속상하고 불안함.
정규민,0.9,"웃는 모습 되게 뭐랄까요, 되게 강아지처럼 웃는 모습 진짜로 그 사람이 행복해하고 웃는 게 느껴져서, 그게 되게 행복했어요.",성해은,positive,emotion_expression,상대방의 웃는 모습에서 행복을 느껴 좋았다고 표현함.
정규민,,"뭔가 내가 되게 재밌는 사람이 된 거 같아. 같이 있을 때 너무 웃으니까, 혜인이라는 사람 자체가 발랄하고, 같이 있으면 재밌고 신나고 또 놀리는 맛도 있고, 비교되는 부분은 많긴 했어요. 그래서 그냥 새로운 사람 만날떼",성해은,positive,relationship,"정규민은 성해은과 함께 있을 때 자신이 재밌는 사람이 된 것 같다고 느꼈으며, 성해은 자체가 발랄하고 함께 있으면 즐겁고 신난다고 생각했다. 새로운 사람을 만날 때 이러한 점들이 비교되었다."
정규민,,내가 되게 힘들게 연애했었구나 라는 생각이 들긴 했어요.,,negative,emotion_reflection,힘들었던 과거 연애에 대한 회상
성해은,,"다른 사람을 만나니까, 규민이만큼 사랑을 엄청 많이 해주는 거예요.",정규민,positive,emotion_polarity,새로운 사람이 정규민만큼 사랑을 많이 줘서 긍정적인 감정을 느낌.
성해은,,나를 사랑해주는 사람은 또 있구나. 그래서 사람들이 다 다른 사람 계속 계속 만나는구나.,,positive,self_esteem,자신을 사랑해주는 사람이 있다는 깨달음을 통해 타인과의 만남에 대한 긍정적인 인식을 드러냄.
정규민,,잘 진짜 잘 모르겠어서 반반일 것 같아요.,,neutral,uncertainty,정규민은 자신의 감정에 대해 확신하지 못하고 반반의 가능성을 언급하며 불확실성을 표현하고 있다.
정규민,,"지금 지금은 다시 안 만나고 싶다 라는 생각이 많은데, 분명히 다시 만나면 흔들릴 것 같거든요.",성해은,negative,attention,"정규민은 현재는 성해은을 다시 만나고 싶지 않지만, 다시 만나면 흔들릴 것 같다는 불안감을 드러내고 있다."
정규민,,"잘 모르겠어요. 헤어지고 응하게, 제가 좀 차가웠다고 해야 되나?",,negative,attention,정규민은 헤어진 후 자신이 차가웠다고 언급하며 과거 연애에 대한 미련을 드러내고 있다.
정규민,,되게 미워할 수도 있을 것 같고.,,negative,emotion_polarity,정규민은 상대방을 미워할 수도 있을 것 같다고 말하며 부정적인 감정을 드러냄.
정규민,,"차가웠던 규민이 밖에 생각이 안 나니까, 그 기억이 너무 커서. 새로운 사람을 선택할 것 같아요. 지금은 서운은 하죠. 근데 내가 잘못한 걸 어떡해요. 다 제가 잘못한 게 맞으니까, 그걸 지금 생각해도 이해가 안 가는지 그래도 좀 이해해 줄 수 있는지,",성해은,negative,emotion,"정규민은 과거 차가웠던 자신의 모습에 대한 기억 때문에 새로운 사람을 선택할 것 같다고 말하며, 현재는 성해은에게 서운한 감정이 있지만, 자신의 잘못으로 인해 벌어진 일이기에 자책하고, 성해은이 자신을 이해해 줄 수 있을지 궁금해한다."
정규민,,"이해가 되긴 해요. 시간이 지날수록 사실 이해가 되고, 오히려 내가 옭아맨 것 같아서, 혜은이를 오히려 그게 좀 미안하고, 내 자신이 조금 원망스러웠고 그때. 운동하는 사람, 몸 좋고 편안한 옷차림, 추리닝이라 아니면 꾸몄을 때 단정한 셔츠, 본인이랑 좀 비슷한 사람 만나면 잘 맞을 것 같아요.",성해은,negative,regret,시간이 지날수록 성해은을 옭아맨 것 같아서 미안하고 자신을 원망스러워함. 성해은이 자신과 비슷한 사람을 만나면 잘 맞을 것 같다고 생각함.
정규민,,"아, 싫은 것 같은데, 아 큰일 났네,",,negative,negative_emotion,정규민이 무언가 마음에 들지 않아 불안해하는 감정을 표현하고 있다.
성해은,,"나 때문에 너무 힘들었으니까, 하지마, 하지마, 하지마, 감사합니다.",,negative,emotion_expression,"자신 때문에 힘들었을 상대방에 대한 미안함과 고마움을 표현하며, 힘들어하지 않기를 바라는 감정을 드러냄."
성해은,,"휘민이가 저를 만나면 어떨 것 같냐라는 질문에 흔들릴 것 같다. 라고 했던 게 너무 의외였고 놀랐었어요. 저는 새로운 사람 만나고 싶다고 했었거든요. 규민이는 오히려 저를 만나니까, 마음이 정리가 된 건지, 둘의 말이 지금 상황과는 너무나도 상반되는 게 너무 모순적이더라고요. ---------------------------- 씬6 규민해은 마지막 대화",정규민,혼란,관계,"성해은은 휘민의 반응에 놀랐으며, 규민의 반응과 현재 상황이 모순적이라고 느낌."
정규민,,ㅎㅎㅎ ㅋㅋㅋㅋㅋㅋ 왜 또.. 울어 집에서 맨날 울면서,,negative,emotion,정규민은 상대방이 집에서 자주 운다는 사실을 언급하며 부정적인 반응을 보임.
정규민,,저 혹시 휴..휴직,,neutral,none,정규민이 휴직에 대해 언급함.
성해은,,오래 기다렸어?,,neutral,none,상대방을 기다린 시간에 대해 묻는 질문
정규민,,"오래 안 기다렸어, 한. 십분 음료 주문할래?",성해은,neutral,conversation,정규민이 성해은에게 음료 주문을 제안하며 대화를 시작하고 있다.
정규민,,아이스 아메리카노 하나랑 라떼 따뜻한 거? 라떼 따뜻한 걸로 주세요.,,neutral,ordering,"음료를 주문하는 발화로, 특별한 감정 표현은 없습니다."
성해은,,보고 왔어 너도?,,neutral,general,상대방에게 '너도' 봤는지 질문하는 발언.
정규민,,어떤거?,,neutral,uncategorized,질문에 대한 되물음
성해은,,X룸 보고 온 거 아니야?,정규민,neutral,attention,성해은이 X룸 시청 여부에 대해 질문함.
정규민,,너는 문자 보고 그냥 바로 여기로 온 거야,,neutral,none,정규민은 문자를 받고 바로 왔는지에 대한 질문에 답하고 있다.
정규민,0.9,아 진짜?,,neutral,reaction,상대방의 말에 대한 단순한 반응.
정규민,,응응,,neutral,response,상대방의 말에 동의하는 긍정적인 반응
성해은,,안 봤다고 하더라고요. 저는 보고 와서 걔가 기다리고 있는 줄 알았어요. 아니 어떻게 진짜 안 보지? 그래도 봤으면 좀 더.. 규민이가 흔들렸을 수 있는데 저 이 추억 보면은.. 너무 아쉬웠어요.,정규민,negative,emotion_polarity,정규민이 자신의 추억 영상을 보지 않은 것에 대한 아쉬움과 그로 인해 정규민이 흔들릴 기회를 놓쳤다는 속상함을 드러냄.
정규민,,추억 같은 거는 한번 보고 싶긴 했는데 조금은 조금은 흔들릴 수도 있을 거라 생각했는데 마음을 이미 알고 있었고 근데 이제 저는 그 마음과 같지 않았기 때문에 일단은 여지를 좀 덜 주고 싶었고요,성해은,negative,갈등,"정규민은 과거 추억에 흔들릴 수 있다고 생각했지만, 성해은의 마음을 알고 있었고 자신은 그와 같지 않아 여지를 주지 않으려 했다."
정규민,,그거 보고 왔구나?,,neutral,unclassified,상대방이 특정 내용을 보고 왔는지 확인하는 질문
성해은,,ㅎㅎㅎㅎㅎ,,neutral,social_expression,"웃음소리로, 특별한 감정이나 의도 없이 사용된 표현입니다."
정규민,,수도꼭지 좀 잠궈봐. 물도 안 잠그고 나왔어.,,neutral,instruction,정규민이 상대방에게 수도꼭지를 잠그라고 지시하는 발언이다.
성해은,,ㅎㅎㅎㅎㅎ 하! ㅎㅎㅎㅎㅎ,,neutral,no emotion,웃음소리만으로 감정이나 의도를 파악하기 어려움
성해은,,어제 이거.. 편지 같이 읽었잖아 엑스 속마음 확인할 수 있다고,정규민,neutral,attention,"과거에 엑스와 함께 편지를 읽었던 경험을 언급하며, 엑스에 대한 관심을 드러냄."
성해은,,나는.. 이러고 있었는데 나 안 볼래. 바로 이랬잖아.,정규민,negative,attention,"""나""에 대한 상대방의 무관심에 대한 서운함이 드러나는 발언"
정규민,,그렇게 바로 그랬나?,,neutral,none,상대방의 행동에 대한 질문
성해은,,끝나자마자 그렇게까지 바로 할 일이야?,,negative,negative,상대방의 행동에 대한 불만이나 서운함을 표현하는 발언
정규민,,아 그냥,,neutral,none,정규민의 감정이나 의도를 파악할 수 없는 발언
성해은,,나 상처 받았었어.,,negative,emotion_polarity,과거에 상처받았던 경험을 언급하며 부정적인 감정을 표현함.
정규민,,그랬어?,,neutral,response,상대방의 말에 대한 단순한 반응.
성해은,,응.,,neutral,response,단순 응답
정규민,,굳이 안 봐도 될 것 같아서 나는,,neutral,none,정규민은 굳이 안 봐도 될 것 같다고 말하며 특정 상황에 대한 필요성을 느끼지 못함을 표현했습니다.
정규민,0.9,왜?,,neutral,question,상대방에게 이유를 묻는 질문
정규민,,아니까 안 보고 싶었지,,negative,attention,정규민은 과거 연애에 대한 미련이나 부정적인 감정을 드러내고 있다.
정규민,,알아도 볼 수 있잖아,,neutral,none,상대방에게 볼 수 있음을 언급하는 발언.
정규민,,볼수있지.,,neutral,response,상대방의 요청이나 질문에 대한 단순한 수용 의사 표현.
성해은,,진짜 안 봤구나. 난 말만 그렇게 하고 문자 보냈을 줄 알았거든.,정규민,negative,attention,"정규민이 문자를 보냈을 거라고 생각했지만, 실제로는 보내지 않았다는 사실에 대한 실망감을 드러냄."
성해은,,진짜 안 봤구나.,,neutral,none,상대방이 무언가를 보지 않았다는 사실을 확인하는 발언
정규민,,뭘 보고 왔으려나?,,neutral,speculation,정규민이 데이트 상대로 선택한 사람이 무엇을 보고 왔을지 궁금해하는 발언
성해은,,"우리 추억이 담겨있는 사진이나 물건들이나 그런 것들 다 담겨있는 방이 있었고, 그리고 두 번째에서는 너가 인터뷰 때 나에 대해서 한 말들",정규민,negative,attention,"과거 회상과 인터뷰 내용에 대한 언급을 통해 정규민과의 관계에서 느꼈던 감정을 상기하며, 복잡한 심경을 드러냄."
정규민,,영상을 본 거야?,,neutral,general,정규민이 상대방에게 영상을 봤는지 질문함
성해은,,"지금 내 눈앞에 있는 모습이랑 너무 다르게 행복했었더라고, 근데 너가 했던 아픈 말들도 남겨있더라.",정규민,negative,emotion_polarity,"과거의 행복했던 모습과 현재의 괴리감, 그리고 상대방으로부터 받은 상처에 대한 언급을 통해 부정적인 감정을 드러냄."
정규민,,음..,,neutral,none,"정규민의 단독 발화로 감정, 대상, 의도 파악이 어려움"
정규민,,거기서 틀고 왔구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 거기서 틀어놓고,,neutral,no emotion,상대방의 행동에 대한 언급.
성해은,0.95,나 잠긴 적이 없었어 알아?,,neutral,fact,자신의 경험에 대한 사실을 전달하는 발언
정규민,,뭐 모르지,,neutral,uncertainty,정규민은 불확실성을 표현하는 발언을 했다.
성해은,,모르고 관심이 없는 것 같더라고,,negative,negative_emotion,상대방이 자신에게 관심이 없는 것 같다고 말하며 부정적인 감정을 드러냄.
성해은,,너 왜 이렇게 나를 모른 척하냐?,,negative,emotion_polarity,"성해은이 상대방에게 서운함을 표현하며, 자신을 모른 척하는 것에 대한 불만을 드러냄."
정규민,,"아니, 모른 척 안 하고 싶었는데,",,negative,갈등,"정규민은 상대방을 모른 척하고 싶지 않았지만, 상황이 여의치 않았음을 간접적으로 드러내며 갈등 상황에 대한 언급을 하고 있다."
성해은,,"너 나 다 같이 있을 때 시선도 안 주고, 그냥 모르는 사람보다도 못하게 나 대하잖아,",정규민,negative,emotion_polarity,상대방이 자신을 모르는 사람보다 못하게 대하는 것에 대한 서운함과 불만을 표현하고 있습니다.
성해은,,그냥 약간 안 친한 느낌으로,,neutral,relationship,"현재 관계가 친밀하지 않다고 언급하며, 거리를 두고 있음을 시사."
성해은,,티나 그렇게까지 나한테 거리를 둘 이유가 없었잖아.,,negative,emotion_polarity,상대방이 자신에게 거리를 두는 것에 대한 서운함과 답답함을 표현함.
정규민,,거리는 뒀지 뭐.. 그렇게 막 살갑게 할 수는 없었지,,negative,갈등,정규민은 상대방과 거리를 두며 살갑게 대하지 못했다고 말함.
성해은,,신경은 쓰였어?,정규민,negative,emotion_expression,정규민에 대한 신경 쓰이는 감정을 표현함
정규민,,신경 당연히 쓰이지 신경 쓰이니까 차갑게 못 하지.,,negative,emotion_polarity,정규민은 신경이 쓰여 차갑게 대하지 못한다고 말하며 부정적인 감정을 드러냄.
성해은,,나 안 들어왔을 때 어땠어?,,neutral,attention,성해은이 자신(성해은)이 자리에 없을 때의 상황에 대해 질문하며 상황에 대한 관심을 드러냄.
성해은,,다음 날도 안 들어오고 그 다음 날도 안 들어왔잖아.,정규민,negative,attention,"정규민이 며칠 동안 집에 들어오지 않은 것에 대한 언급으로, 정규민에 대한 부정적인 감정을 드러냄."
정규민,,"그래서 되게 궁금하긴 했어 언제 들어오는 거지 하면서,",,neutral,attention,정규민은 상대방이 언제 들어오는지 궁금해하며 관심을 표현하고 있다.
성해은,,그게 원래 예정된 게 14일에 들어가는 거 였거든,,neutral,none,일정에 대한 언급
정규민,,나도 너가 14일에 들어올 거라고 생각했었어.,,neutral,none,정규민은 상대방이 14일에 입주할 것이라고 예상했음을 밝히는 발언을 했다.
성해은,,진짜?,,neutral,uncategorized,"성해은의 '진짜?' 발언은 감정이나 특정 대상에 대한 관심이 드러나지 않는 일반적인 반응으로, 특별한 의도나 감정적 함의를 포함하지 않습니다."
정규민,,야옹 내 생일이었잖아 그래가지고 그냥 내 생일 아는 사람이 한 명 들어오겠구나라고 생각했었어.,,negative,attention,"정규민은 자신의 생일에 대해 언급하며, 누군가 한 명이라도 자신의 생일을 알아주길 바랐던 서운한 감정을 드러냈다."
정규민,,안 들어와서 놀라게 됐었지.,,neutral,none,정규민은 상대방이 들어오지 않아 놀랐던 경험을 언급하고 있다.
정규민,,같이 들어왔으면 달랐을 것 같은데 타이밍이 좀 늦었던 것 같아요.,,negative,attention,"정규민은 같이 들어왔으면 결과가 달랐을 것이라며, 시기가 늦은 것에 대한 아쉬움을 표현한다."
정규민,,"혜은이가 제가 다른 사람이랑 잘 지내는 걸 보면서 더 그러는 것 같고, 저도 다른 사람이랑 잘 지내고 있는데, 혜은이가 그렇게 하니까 부담스럽고, 너는 선물도 사놓고 편지도 해놓고 있었으면 되게 서운했겠다.못들어가서.",성해은,negative,관계,"정규민은 성해은이 다른 사람과 잘 지내는 모습을 보며 질투심을 느끼는 것 같다고 생각하며, 성해은의 행동이 부담스럽다고 느낀다. 또한, 김지연이 선물을 준비하고 편지를 썼음에도 불구하고 데이트에 참여하지 못해 서운했을 것이라고 추측한다."
성해은,,너무 아쉬웠지. 그냥 너한테.,정규민,negative,emotion_polarity,화자는 상대방에게 아쉬움을 표현하며 부정적인 감정을 드러냄.
성해은,,선물이고 싶었어.,,negative,emotion_polarity,자신이 선물이 되지 못했다는 아쉬움을 표현하며 부정적인 감정을 드러냄
성해은,,"너가 반길진 모르지만, 그냥 너한테 선물처럼... 짜잔하고 기쁘게 나타나고 싶었어.",정규민,positive,initiative,상대방에게 기쁨을 주고 싶어 하는 마음을 표현하며 적극적으로 다가가려는 의지를 드러냄.
성해은,,음.,,neutral,none,단순 응답
성해은,,난 이 시간을 되게 기다렸거든.,,positive,emotion_polarity,화자는 이 시간을 기다렸다고 말하며 긍정적인 감정을 드러냄.
성해은,,그게 딱 일주일 만에 오네.,,neutral,none,특별한 감정 표현이나 관계에 대한 언급 없이 단순히 시간이 경과했음을 나타내는 발언입니다.
Unknown,0.0,음..,,neutral,none,Unknown 화자가 짧게 응답함.
성해은,,너는 나랑 친해지려고 생각은 하고 있었어?,,neutral,question,상대방이 자신과 친해지려고 생각했는지 묻는 질문.
정규민,,조금씩,,neutral,unclassified,특별한 감정이나 의도를 드러내지 않는 발언입니다.
정규민,0.9,조금씩 음.,,neutral,none,정규민의 짧은 대답.
성해은,,진짜.. 안 우는 날이 없다.,,negative,emotion_polarity,매일 우는 날이 반복된다는 말에서 부정적인 감정이 드러난다.
성해은,,"너는 모르고 알 길도 없고, 알려 하지도 않고 혼자 울고 있는 게 너무 외롭더라고.",,negative,emotion_polarity,혼자 울고 있는 상황에 대한 외로움을 표현하고 있습니다.
성해은,,"제가 계속 말했어요. 규민이는 얘기는 해주지 않아서 아쉬웠는데, 계속 손을 긋는 대답과 표정과 말투여서 말은 안했어요. 행복만은 안 했어.",정규민,negative,emotion_polarity,"규민이가 자신에게 이야기를 해주지 않아 아쉬웠고, 규민이의 부정적인 태도 때문에 말을 걸지 못했으며, 행복하지만은 않았다고 말함."
성해은,,이제 내가 울어도 손을 뻗어주지 않네.,,negative,emotion_polarity,"화자는 슬픔과 상실감을 표현하며, 과거에는 위로를 받았지만 이제는 그렇지 못하다는 감정을 드러냄."
성해은,,"넌 지금도 그렇고, 지금까지도 그렇고, 나를 안 보내.",정규민,negative,emotion_polarity,화자는 상대방이 자신을 놓아주지 않는 것에 대해 부정적인 감정을 드러내고 있다.
정규민,,"그렇게 우는 어떡해 봐. 혜은이랑 계속 같이 있으면 아련한 눈빛 보내고, 막 계속 나 좀 봐줘 하는 게 너무 보여서 쉽지 않더라고요. 마음이 확실히 그냥 제가 누군가한테 호감이 지금 가니까 그런 해은이의 스탠스가 부담스러운 것 뿐이에요.",성해은,negative,불안,정규민은 성해은과 함께 있을 때 보이는 성해은의 아련한 눈빛과 자신을 봐달라는 태도가 부담스럽다고 느낀다. 현재 다른 사람에게 호감이 있기 때문에 성해은의 태도가 더욱 부담스럽게 느껴진다.
정규민,,"안 울면 못 개, 안 울면",,negative,emotion_expression,정규민이 울지 않으면 안 된다는 상황에 대한 부정적인 감정을 표현하고 있습니다.
정규민,,안 울면 본다니까 이제 안 우는 거야?,,neutral,none,정규민이 상대방에게 울지 않는 이유를 묻는 질문.
성해은,,응. 안 울잖아.,,negative,emotion_polarity,자신이 울지 않는다는 것을 언급하며 부정적인 감정을 드러냄.
정규민,0.9,진작 얘기할 걸 그랬네.,,후회,후회,정규민이 과거에 어떤 이야기를 하지 않았던 것에 대해 후회하는 발언이다.
