speaker,text,target,sentiment,category,summary
이나연,지금 와서 생각해보면 한 50?,,neutral,unclassified,"과거의 특정 시점이나 사건에 대한 회상을 나타내는 발언으로 보이나, 구체적인 내용이 없어 감정이나 대상 인물을 특정하기 어렵습니다."
이나연,또 그땐 다정하더라고요. 공식 어? 피자? 어?,정규민,neutral,observation,과거 정규민의 다정한 모습에 대한 언급
이나연,저희 거예요?,,neutral,unclassified,소유 확인 질문
김태이,아니야.,,neutral,response,상대방의 말에 대한 부정적인 대답.
이나연,"해주셨대, 저는.",,neutral,none,"상대방에게 어떤 도움을 받았다는 간접적인 언급으로, 특정 인물이나 감정을 드러내지 않는 중립적인 발언입니다."
김태이,감독님들 거 그렇지.,,neutral,opinion,감독들에 대한 일반적인 의견을 표현하는 발언
김태이,이거 왜 해주셨겠어?,,neutral,question,상대방의 행동 이유에 대한 질문
김태이,근데 맛있고 맛있고 뭐 하나 골라봐.,,neutral,unclassified,"음식 선택에 대한 발언으로, 감정이나 특정 인물에 대한 언급이 없어 중립적인 발화로 분류됨."
김태이,한 번?,,neutral,none,횟수를 묻는 질문
이나연,고민 중 뭐?,,neutral,question,상대방의 고민에 대해 질문하는 발화
김태이,진짜? 리얼이야?,,neutral,question,상대방의 말을 되묻는 질문
김태이,갑자기?,,neutral,response,"상대방의 갑작스러운 행동이나 말에 대한 반응으로, 특별한 감정이나 의도를 드러내지 않는 짧은 되물음."
김태이,아주 힘들다.,,negative,emotion_expression,"""아주 힘들다""라는 발언은 현재 느끼는 어려움과 고통을 표현하는 부정적인 감정 표현으로 분류될 수 있습니다."
이나연,모르는 척 해요.,,neutral,response,요청에 대한 응답 거부
이나연,당연히 감독님 거지 이러는 거예요.,,negative,general,상대방에 대한 부정적인 감정을 드러내는 발언
이나연,그 말이 너무 차갑더라고요. 너무 서운하고 제가 희두에게 제일 싫어하는 모습이었는데 그거를 끝까지 보여주네? 희두가 꼭 변하는 모습을 보여주면 좋겠다. 했는데도 희두는 여전히 고민이 하나도 없었던 사람처럼 여전히 저를 그렇게 대하니까 그 상황에 너무 약속했어요. 그렇게 하는데 제가 히도를 어떻게 선택해요?,남희두,negative,상처,"화자는 남희두의 차가운 태도에 서운함을 느끼며, 변화를 기대했지만 실망하여 남희두를 선택할 수 없다고 말함."
이나연,"그리고 제가 걔랑 어떻게 다시 만나요? 이렇게 하는데 히도도 그 정도의 의지가 없었던 거겠죠. 사실 사실 희두가 의지가 있었고, 희두가 저에 대해서 마음이 있었으면, 저한테 그렇게 행동 안 하죠.",남희두,negative,갈등,"이나연은 남희두가 자신에 대한 의지가 없었다고 생각하며, 만약 마음이 있었다면 자신에게 그렇게 행동하지 않았을 것이라고 말한다."
이나연,"약간 이제 희도에 대한 선택이 1로 내려가는 순간, 그렇게 눈물이 났어요.",남희두,negative,emotion_expression,남희두의 선택이 바뀌는 순간 눈물을 흘렸다는 발언
성해은,둘이 또 싸운다.,,negative,갈등,다른 출연자들의 싸움을 언급하며 부정적인 감정을 드러냄
정현규,"이게 장수호 옮길 때마다 싸운다. 화낼 만한 행동은 아닌데, 저렇게 얘기 안 해도 되는데, 좀 아쉽다.",,negative,갈등,장수호 이사 문제로 싸우는 상황에 대한 아쉬움
성해은,"다른 사람들한테는 그렇게 안 대는데, 그치 맞아, 자기 여자한테만 왜 나연씨한테만 그럴까?",이나연,negative,emotion_polarity,이나연에게만 보이는 특정 행동에 대한 의문과 부정적인 감정을 드러냄.
정현규,"희두가 옥타브만 한 두 개 내려주면 딱 좋아할 것 같은데, 조금만 더 다정... 다감하게. 제일 어려운 게 아닌데, 그게 그냥 말투예요.",남희두,positive,opinion,"남희두의 말투에 대한 긍정적 의견을 표현하며, 다정함을 바라고 있음."
이지연,말투 하나.,,neutral,unclassified,특별한 감정이나 대상 없이 단순히 발언의 운을 띄우는 표현
정현규,우리 거 아니에요.,,neutral,unclassified,소유 관계를 부인하는 발언
성해은,"그냥 이렇게 봐도 되는 문제인데, 다른 거는 답답할 수 있겠다 했는데, 피자 피자는 왜 답답해야 하는지 잘 모르겠다.",,negative,emotion_polarity,피자 관련 질문에 대한 상대방의 반응이 이해되지 않아 답답함을 느낌
박원빈,아니 그렇다고 혜주씨가 나연씨를 싫어하나?,이나연,neutral,question,박원빈이 김지수(혜주)가 이나연을 싫어하는지 질문함
성해은,"그러니까 바뀌어야 돶. 사실은 히도 씨가 바뀌어야 돼, 내가 봤을 때.",남희두,negative,갈등,남희두의 변화에 대한 필요성을 언급하며 부정적인 감정을 드러냄.
박원빈,"수건 좀 줘 봐. 계속 이러고 내가 말 걸면 왜냐면, 나 방송에서도 으으으으으으 시청해주셔서 감사합니다.",,neutral,other,"박원빈이 수건을 요구하며, 방송 시청에 대한 감사 인사를 덧붙임."
성해은,"난 평창에서도 나 너한테 계속 안 서는 적이 없다는 거 여기 안에서는 좀 안 그랬으면 좋았을 텐데, 그치?",정규민,negative,관계,성해은이 정규민에게 과거 평창에서의 행동에 대한 서운함을 표현하며 현재는 그러지 않기를 바라는 마음을 드러냄.
박원빈,"그럴 기회도 없었고, 알겠어 알겠어, 나도 나연이랑 대화가 훨씬 잘 되더라 알았어 알았어, 왜왜왜 알았어, 장난이잖아, 어차피 너는 너는 나를 만나기엔 키가 너무 작거든, 알겠어.",이나연,negative,갈등,"박원빈이 상대방에게 반박하며, 이나연과의 대화가 더 잘 된다고 말하고, 키가 작다는 농담을 하며 갈등을 빚고 있다."
정규민,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 알겠네.,,neutral,response,상대방의 말에 대한 단순한 응답.
박나언,"알겠대, 알겠대. 재밌네.",,positive,reaction,상황이 재미있다고 반응함.
박원빈,빨리. 빨리.,,neutral,uncategorized,재촉하는 발언
박원빈,이거 조금 남았다고 안 넣는 거 봐.,,negative,none,음식 남은 것을 넣지 않는 행동에 대한 불만
이지연,"가져가, 여기서 먹어.",,neutral,unclassified,"음식을 권유하는 발언으로, 특정 인물에 대한 감정이나 관계를 파악하기 어렵습니다."
김지수,"네가 가져가서 먹었잖아, 너도.",,none,none,상대방에게 무언가를 가져가 먹었다고 지적하는 발언
이지연,가운데 해! 아 가운데에!,,neutral,uncategorized,"특정 위치를 지시하는 발언으로, 감정이나 특정 인물에 대한 언급은 없습니다."
남희두,얼굴 살이 너무 많이 빠져가지고 사진빨 진짜 잘 받네. 옛날에 얼굴 진짜 크고 호빵같이 빵떡이었는데.,,중립,외모 평가,"상대방의 외모 변화에 대한 평가를 언급하며, 과거와 현재의 외모를 비교하고 있습니다."
김지수,그니까 응. 호빵 메뉴였는데? 얼굴이 진짜 너무 커서 큰 바위 얼굴이었는데 너도 옷을 진짜 못 입고 맨날 잠옷만 입고 나와서 처음엔 집에서 나왔나? 바로 나왔나? 씻지도 않았나 봐 이렇게 얘기 들었는데 지금 많이 이뻐지고 너무 옷도 잘 입고 이뻐 고마워.,,positive,compliment,상대방의 외모 변화에 대한 칭찬과 감사를 표현하고 있습니다.
남희두,칭찬이구나.,,positive,general,화자는 칭찬으로 인식함
김지수,음.,,neutral,response,단순 응답
김지수,끝이구나 오늘은?,,neutral,none,김지수가 오늘 하루의 끝맺음을 알리는 발언을 함.
김지수,오늘 밥을 못 먹었네?,,neutral,daily life,상대방의 식사 여부를 확인하는 발언
김지수,너무 늦.. 더 오래 있을 줄 알았는데 이렇게 붙여요.,,중립,상황설명,김지수가 예상보다 일찍 붙어있게 된 상황에 대해 언급하고 있다.
이나연,됐고 뭐 밥이라도 먹을 줄 알았는데 음.. 같이 오마카소에 가고 싶어요 음.,,positive,initiative,상대방과 오마카세 데이트를 하고 싶다는 적극적인 의사 표현
이나연,갑자기 끝나버렸네 맘에 끝났잖아.,,negative,attention,"갑작스러운 상황 종료에 대한 부정적 감정을 표현하며, 과거 연애(X)에 대한 미련을 간접적으로 드러냄."
이나연,너무 아쉽네. 다 썼어.,이나연,negative,self,자신의 상황에 대한 아쉬움을 표현하는 발언
이나연,여기도 휴지 다 쓰겠네 으하하하하하 뭐 하는 거야?,,neutral,observation,상황에 대한 관찰 및 가벼운 웃음
이지연,배고팠어?,,neutral,question,상대방의 배고픔 여부를 묻는 질문
이지연,아니 난 손넘어갈 뻔 했잖아.,,negative,general,이지연은 누군가에게 손이 넘어갈 뻔한 상황에 대한 불쾌감을 표현하고 있다.
정현규,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 죽을 뻔했어.,정현규,negative,자기반응,정현규가 힘든 상황을 겪었음을 표현하는 발언.
정규민,오빠 이제는 안 힘들어?,정규민,negative,emotion_expression,"정규민의 현재 상태에 대한 걱정을 표현하며, 힘든 감정이 있는지 묻는 발언이다."
이나연,음.,,neutral,response,상대방의 발언에 대한 단순 응답.
이나연,다들 너무 어려워해가지고 나를 응.,이나연,negative,갈등,다른 출연자들이 자신을 어려워하는 것에 대한 언급
정규민,근데 나는 그랬어. 오빠가 어렵다기보다 그냥 그런 스타일이구나 생각해서 음. 이해했거든? 나쁜 사람 어차피 아니니까 나쁜 사람인지 아닌지 너가 어떻게 알아? 딱 보면 알지?,정규민,neutral,relationship,"정규민의 스타일을 이해하고 나쁜 사람은 아니라고 생각했다고 말하며, 상대방에게 사람을 보는 눈이 있는지 묻는 발언"
정규민,"그리고 나는 운이 좋아서 그런지 항상 좋은 사람들만 봤거든? 그러니까 인생에 좋은 사람들만 있었어 좋겠다 그래서 내가 느낌이 좋았던 사람들은 다 좋은 사람들이야 왜 웃으세요? 안 풀렸는데 왜 웃으세요? 왜 웃으세요? 잔든이. 좀 내려야 돼, 잔든이가. 어?",정규민,positive,self_description,"자신은 운이 좋게 항상 좋은 사람들만 만났고, 느낌이 좋은 사람들은 다 좋은 사람들이었다고 말하며 긍정적인 경험을 강조함. 상대방의 웃음에 대해 질문하며 대화의 흐름을 이어가려 함."
정규민,한번 웃어줘왔네?,,neutral,observation,상대방의 반응에 대한 관찰을 언급하는 발언
정규민,좀 더 멀리...,,neutral,unclassified,"방향을 지시하는 발언으로, 특정 인물이나 감정을 드러내지 않음"
이지연,그냥 지질게임 할 때 음.,,neutral,none,특별한 감정이나 대상 없이 게임 상황을 언급하는 발언입니다.
이지연,한치의 망설임도 없이 그렇게 다 규민이 형을 골라서 음.. 연습했던 것 같아.,정규민,neutral,statement,"이지연은 다른 출연자들이 정규민을 선택하는 모습이 연습 같았다고 언급하며, 선택에 망설임이 없었다고 말함."
정현규,근데 그것도 나와도 진짜..,,neutral,uncategorized,"정현규의 발언이 불완전하여 감정, 대상, 의도 파악이 어려움"
정현규,그게 누나잖아 아 근데 그것도 나도 진짜 바로 너가 옆에 있는데 아 그게 내가 너무 근데 그게 누나 매력이야?,박나언,positive,compliment,정현규가 상대방(누나)의 매력에 대해 칭찬하는 발언을 하고 있다.
남희두,아니야 지나고 보니까 너무 모르게 되는 거야 아니야 거짓말할 수도 없잖아 진실게임 왜냐면 너는 진짜로 그 짧은 시간이었지만 나한테 진짜 따뜻했고 힘이 됐거든 3일?,,positive,appreciation,상대방에게 짧은 시간이었지만 따뜻함과 힘이 되었다고 진심을 표현하며 고마움을 전하는 발언.
이지연,4일?,,neutral,unclassified,"단순한 시간 언급으로, 감정이나 특정 인물에 대한 언급이 없어 분류하기 어렵습니다."
남희두,근데 그렇게 너무 고맙고 따뜻했던 네가 옆에 있는데?,,positive,emotion_polarity,화자는 '너'에 대해 고맙고 따뜻했다고 표현하며 긍정적인 감정을 드러냄.
남희두,내가 어떤 부분을 김민희한테만 질문한 거 같은 거야.,김민희,중립,상황설명,자신이 특정 인물에게만 질문한 것처럼 보이는 상황에 대한 언급
이지연,괜찮아.,,neutral,none,이지연의 발화에서 특정 인물에 대한 언급이나 감정 표현이 나타나지 않음
남희두,그냥 나는 힘든 시간만 보내고 끝날 줄 알았지.,남희두,negative,self,힘든 시간을 보냈다고 언급하며 부정적인 감정을 드러냄.
이지연,네.,,neutral,response,대화 시작에 대한 긍정적 응답
남희두,나는 근데 그래서.. 너가 나 처음에 선택했을 때 지작진분들이 나 선택하라고 했나?,,neutral,question,남희두가 상대방에게 처음 자신을 선택했을 때 제작진의 개입이 있었는지 질문하는 발언.
남희두,나 너무 불쌍해서 네 안녕하세요.,남희두,negative,self,"자신에 대한 감정을 표현하며, 불쌍하다는 감정을 드러냄."
정규민,저는 성혜은이고 매일 데이트 상대를 지금 지목해주세요.,성해은,neutral,request,성해은에게 매일 데이트 상대를 지목해달라는 요청
이지연,이름 몰라서 그냥 그분 이름 딱 기억나는데 혜은.. 구나 혜은 은하?,성해은,neutral,name_reference,"성해은의 이름을 언급하며, 이름이 정확히 기억나지 않아 되묻고 있다."
이지연,어허 내일 봬요 누나.,,neutral,greeting,이지연이 상대방에게 내일 보자고 인사하는 발언.
이지연,누나! 같이 마셔요.,,neutral,initiative,"이지연이 상대방에게 술을 함께 마시자는 제안을 하는 발화로, 관계 형성을 시도하려는 적극적인 의사 표현으로 볼 수 있음."
남희두,어 네네 한 명이 너무 울고만 있었다고.,,negative,emotion_expression,다른 출연자가 울고 있었다는 언급을 통해 부정적인 분위기를 전달함.
남희두,"너무 불쌍해서 누나, 김.",김지수,negative,emotion_polarity,화자가 '불쌍하다'라는 감정을 표현하며 부정적인 감정을 드러냄
성해은,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 저게 너무 웃기다. 누나.,,positive,general,재미있다는 감정을 표현하는 발언
김태이,게임.,,neutral,none,김태이가 게임이라는 단어를 언급함
성해은,감사합니다.,,positive,general,감사 인사를 표현하는 발화
김태이,누나 감사합니다.,,positive,gratitude,상대방에 대한 감사 표현
남희두,킴 아 짜증나 너 나 느낌 주지 마!,김지수,negative,갈등,남희두가 김지수에게 짜증을 내며 감정을 드러내는 발언
남희두,너 나한테 근데 김치 주지 말았지? 어? 너한테 김 주지 마. 진짜 김 주지 마.,,negative,갈등,"남희두가 상대방에게 김치를 주지 않은 것에 대해 불만을 표현하며, 김을 주지 말라고 강하게 말하고 있다."
남희두,"만약에 데이트 한 사람이랑 한 명 한 번만 더 할 수 있다면, 한 사람이랑 한 명만 더 데이트를 할 수 있다면 그게 오늘 이었고, 난 누나였잖아.",성해은,중립,상황 설명,"만약 데이트 기회가 한 번만 남았다면, 그 대상이 성해은이었을 것이라는 가정적인 발언."
성해은,오늘 이후로는?,,neutral,general,"성해은의 발언으로, 특정 인물이나 감정을 직접적으로 드러내지 않는 일반적인 질문이다."
이지연,그 눈에 꽂힌 그래 내 마음이야.,,positive,attention,상대방에 대한 호감을 표현하는 발언
이지연,내 사유야.,이지연,neutral,self_mention,이지연이 자신의 생각을 언급함.
남희두,"아니 그래서 넌 새로 왔으니까, 충분히 다른 사람 만나는 것도 존중하는 게 그게 뭘 본 거지.",,neutral,relationship,새로 온 사람에게 다른 사람을 만나는 것을 존중하는 이유에 대한 질문.
이지연,넌 내가 하고 싶은 대로 해.,None,neutral,unclassified,"발화 내용이 감정, 대상, 주도성과 관련 없어 분류할 수 없음"
이지연,아..,,neutral,response,"단순한 감탄사 또는 반응으로, 특정 감정이나 의도를 내포하지 않습니다."
남희두,왜 안쑤셔?,,negative,갈등,"상대방의 행동에 대한 불만을 표현하는 발언으로, '쑤시다'라는 표현을 통해 부정적인 감정을 드러냄."
이지연,빠르게 먹겠습니다.,,neutral,unclassified,이지연이 식사 속도를 조절하겠다는 의사를 표현함
이지연,왜 이렇게 빠르게 왔어?,,neutral,question,상대방의 도착 시간에 대한 질문
이지연,마시고 싶었어.,,neutral,none,이지연이 무언가를 마시고 싶어 했다는 발언.
이지연,뜨거워 얼굴이? 어 영상편집 박진주 여기서 X한테 제일 밀어낸 사람? 누나 응.,정규민,neutral,relationship,"이지연이 영상 편집 내용에 대해 질문하며, X(전 연인)에 대한 언급이 나타남."
남희두,아 근데 그럴 수밖에 없었어 진짜 너가 지금 온 지 일주일도 안 됐잖아 진짜 힘든 사람이 없었고 나는 규민이 때문에 아프기만 했고 그건 누나만..,정규민,negative,갈등,"남희두는 상대방에게 당시 상황을 설명하며 정규민 때문에 힘들었던 감정을 토로하고, 상대방이 온 지 얼마 안 되어 힘든 사람이 없었다고 언급하며 자신의 힘든 상황을 강조함."
이지연,완전 맨날 규민이 형을 바라보고 있으니까 그럴 수밖에 없었던 게?,정규민,neutral,observation,이지연이 다른 사람이 정규민을 자주 바라보는 행동에 대해 언급하고 있다.
남희두,그럴 수밖에 없었던 게 내가 김윤이 형 맨날 울고 있은 게 그렇겠다.,김윤이,negative,갈등,남희두는 김윤이 형이 울고 있는 모습에 안타까움을 느낀다.
남희두,근데 왜 한숨을 쉬어?,,neutral,question,상대방의 한숨 이유를 묻는 질문
이지연,응?,,neutral,response,"단순한 되물음으로, 특정 대상이나 감정을 드러내지 않음"
남희두,근데 왜 한숨을 쉬어 그냥 누나 해먹겠으면 좋겠어 나 행복하단 게?,성해은,negative,불만,"상대방의 태도에 대한 불만을 표현하며, 자신의 행복에 대한 의문을 제기하고 있다."
이지연,난 너무 크게 커 엑스가 예 그래도 막상 직접 눈으로 보면 좀 안타깝다.,정규민,negative,emotion_polarity,전 연인(X)에 대한 안타까운 감정을 표현하고 있습니다.
성해은,그럼 일주일 더 있었으면 나한테 못 잡고 될 거야?,,neutral,question,상대방에게 일주일 더 시간이 있었다면 자신을 잡지 못했을 것이라고 묻는 발언
박나언,문자가 있었으면 나는 보냈어 무조건 그거 나 처음 받는 거야.,,positive,general,문자를 처음 받은 것에 대한 기쁨을 표현하는 발언
성해은,ㅎㅎㅎㅎㅎ 컵붙어 없나요?,,neutral,question,컵이 있는지 묻는 질문
성해은,ㅎㅎㅎㅎㅎ 하아 말만 하더라도 오빠꺼지?,정규민,neutral,question,"농담 섞인 질문으로, 특정 대상에 대한 소유권을 확인하려는 발언"
박나언,말했잖아 어제 하루 진짜 짧았는데도 엄청 많이 힘들었다고 이 시각 세계였습니다.,,negative,emotion_polarity,힘들었던 감정을 토로하는 발언
성해은,그랬다면 얼마나 달라졌지?,정규민,negative,attention,"과거의 선택에 대한 후회나 미련을 표현하는 발언으로, '그랬다면'이라는 가정은 현재 상황에 대한 불만족이나 아쉬움을 내포한다."
성해은,네가 만약에 조금 더 일찍부터 나한테 마음을 열어줬다면 그랬다면 얼마나 달라졌을까 시청해주셔서 감사합니다.,정규민,중립,미련,"상대방이 자신에게 마음을 더 일찍 열었더라면 관계가 어떻게 달라졌을지 가정하며 아쉬움을 표현하고, 시청자에게 감사 인사를 전하는 발언."
이지연,"안녕하십니까, 저는 처음부터 끝까지 다 혜운 누나였어요.",성해은,positive,attention,"이지연은 성해은에 대한 호감을 표현하며, 처음부터 끝까지 성해은이었다고 언급함."
이지연,"알아가고 싶은 사람, 데이트하고 싶은 사람? 선택하고 싶은 사람, 최종 선택, 다른 사람, 고민 한 번도 한 적 없어요, 전혀 후회하지 않아요.",,positive,clarification,자신이 선택한 사람에 대한 확고한 감정을 드러내며 후회가 없음을 강조하고 있다.
이지연,다음 영상에서 만나요.,,neutral,farewell,"시청자에게 작별 인사를 하는 발언으로, 특별한 감정이나 특정 인물에 대한 언급은 없습니다."
성해은,"나 이렇게 해서 외로워하는 것도 조금 낫다, 1시간 더 고마워.",,positive,emotion_expression,외로움이 다소 해소되어 고마움을 표현하는 발언
성해은,돌아갔지?,,neutral,unknown,상대방에게 돌아갔는지 여부를 묻는 질문
이지연,"누나가 할 얘기가 많았겠구나, 혜연 누나가 너무 규민이 형을 잊지 못하고 있는 게 당연한 거기도 하고, 7년 이런 세월이 무겁죠.",정규민,중립,상황 설명 및 공감,"성해은이 정규민을 잊지 못하는 것에 대한 이해와 공감을 표현하며, 7년이라는 시간의 무게를 언급함."
정현규,"어우, 숨막혀 옆에서 들어 여보세요?",,negative,general,답답함을 표현하는 발언
정현규,"응, 나나 오래 기다렸지.",이나연,neutral,unclassified,정현규가 이나연에게 오래 기다렸는지 물어보는 발언.
이지연,감사합니다.,,positive,general,발화자가 감사를 표함
이지연,제주도에서 있던 시간들이 너무 즐거웠고 행복했어.,,positive,emotion_expression,"제주도에서의 시간에 대한 긍정적 감정 표현 (즐거움, 행복)"
이지연,"그리고 누나가 안 울었으면 좋겠고, 그냥 행복했으면 좋겠어.",,positive,emotion_expression,"이지연은 특정 대상(누나)의 행복을 바라고, 긍정적인 감정을 표현하고 있다."
이지연,"야옹, 내가 더 웃게 해주고 싶은데, 그냥 누나가 어떤 선택을 하던지 나는 괜찮으니까 시청해주셔서 감사합니다.",박나언,positive,방송 마무리,"시청자에게 감사 인사를 전하며, 누나(박나언)의 선택을 응원하고, 어떤 선택이든 괜찮다는 긍정적인 감정을 표현함."
이지연,"누나가 택하고 싶은 걸 선택해 고마웠어, 누나 덕분에 감사합니다.",,positive,gratitude,이지연이 상대방(누나)의 선택에 대해 고마움을 표현하며 감사 인사를 전하고 있다.
이지연,"너무 즐거워, 그냥 제 있는 마음 그대로 말했어요.",,positive,emotion_expression,이지연은 자신의 감정을 솔직하게 표현하여 즐거움을 느낌.
이지연,그냥 너무 둘 다 행복했었으니까 데이트들이 감사합니다.,,positive,emotion_polarity,행복했던 데이트에 대한 감사함을 표현하는 발언
성해은,공기 많이 기다리니까 이제 갈게 사과.,,neutral,farewell,"성해은이 누군가에게 작별 인사를 건네며, 기다림에 대한 언급과 함께 사과의 뜻을 표현함."
성해은,"너도 잘가, 잘 가져와.",,neutral,farewell,"상대방에게 작별 인사를 건네며, 무언가를 잘 가져오라고 말함."
성해은,시청해주셔서 감사합니다. あれ가 흥미로운가?,,neutral,general,"시청자에게 감사 인사를 전하고, 특정 대상(あれ)에 대한 흥미를 묻는 발언."
이지연,"내일 나는 너를 만나서 하나부터 열까지 모든 순간들이 소중했어, 내 첫사랑 잊고 싶지 않을까, 내가 가도 괜찮지?",정현규,positive,initiative,상대방과의 만남에 대한 긍정적 감정 표현과 관계 진전을 위한 적극적인 의사 표현
남희두,잘 가 갈게...,,neutral,farewell,상대방에게 작별 인사를 건네는 발언
정현규,오래 기다렸어?,,neutral,greeting,정현규가 누군가를 기다렸는지 확인하는 질문
이지연,오케이.,,neutral,response,상대방의 발화에 대한 긍정적인 동의 표현
정현규,"그래? 나아졌네, 당연하지 몰랐어?",,neutral,unclassified,"상대방의 상태가 나아졌음을 인지하고, 이전에는 몰랐다는 사실을 언급하는 발언."
이지연,"난 몰랐어, 진짜? 응.",,neutral,unknown,이지연의 발화는 특정 감정이나 대상에 대한 언급 없이 단순히 몰랐다는 사실을 확인하는 내용이다.
정현규,왜 몰랐지?,정현규,neutral,self-reflection,정현규가 과거에 대해 자문하며 몰랐던 점에 대해 생각하는 발언
정현규,"울었네, 왜 올랐지?",,negative,emotion_polarity,정현규가 운 이유에 대해 궁금해하며 부정적인 감정을 드러냄
이지연,그렇습니다. 그래도 고마워. 선택해주세요.,,positive,gratitude,상대방의 선택에 대한 고마움을 표현하는 발언
남희두,"고마울 게 없지, 그냥 마음 가는 대로 하는 건 게 더 이상 누나가 안 울었으면 좋겠어요.",성해은,positive,comfort,"상대방을 위로하며 긍정적인 감정을 표현하고, 더 이상 힘들어하지 않기를 바라는 마음을 전달함."
이지연,"저는 혜연 누나를 더 알아가고 싶고, 더 웃게 해주고 싶고, 행복하게 해주고 싶어요. 그런 생각이 많이 들어요.",박나언,positive,initiative,이지연은 박나언을 행복하게 해주고 싶다는 적극적인 감정을 표현하며 관계 형성을 주도하려는 의지를 보임.
성해은,"저도 함께 있으면 즐겁고, 그래?",,positive,emotion_expression,상대방과 함께 있으면 즐겁다는 긍정적인 감정을 표현하는 발언
이지연,다 얘기 끝났어?,,neutral,question,대화가 끝났는지 묻는 질문
남희두,"얘기도 끝냈고, 마음도 정리 된 상태였고, 다행이다.",,positive,emotion_regulation,남희두는 과거의 힘든 감정을 극복하고 마음을 정리한 것에 대해 안도감을 표현하고 있다.
성해은,"어제가 되게 나한테 중요한 날이었던 것 같아, 마음을 결정하는데 이젠 더 좋은 일만 있을 거야, 기쁜 일만 있을 거야, 행복해.",성해은,positive,emotion_expression,어제가 중요한 날이었고 이제 좋은 일만 있을 거라며 행복감을 표현함.
남희두,안 울게 해주겠다 했잖아.,,negative,상처,상대방의 약속 불이행에 대한 서운함과 원망을 표현하는 발언
이지연,그랬어?,,neutral,response,"상대방의 말에 대한 단순한 반응으로, 특정 인물에 대한 감정이나 관계에 대한 의도, 주도성이 드러나지 않음."
남희두,어후?,,neutral,reaction,감탄사 또는 놀라움을 표현하는 감탄사
남희두,기억 못한다고?,,neutral,question,상대방의 기억 여부를 확인하는 질문
이지연,"아니야, Of Course.",,neutral,statement,이지연의 단순 응답.
남희두,눈앞에 현규를 보니까 딱 결심이 서지더라고요.,정현규,neutral,statement,정현규를 보고 결심이 섰다는 발언
남희두,지금은 우리가 얘기할 마지막 시간일 거야.,,neutral,statement,남희두가 대화의 마지막 시간임을 언급하며 아쉬움을 표현하는 발언
남희두,"근데 너랑은 이제 얘기할 기회가 없지, 근데 사실 여기서 너와의 관계랑 너와의 데이트는 아름답지 않았어 맞아.",unknown,negative,relationship_assessment,"남희두가 상대방과의 관계와 데이트가 아름답지 않았다고 평가하며, 앞으로 대화 기회가 없을 것임을 언급함. 부정적인 감정이 드러남."
남희두,"그래서 어제 나는 데이트 끝나고 오로써 집 가는 길에, 근데 이거 너도 다른 사람 만나러 간 거 아니야? 감사합니다.",박나언,neutral,relationship,남희두가 데이트 후 귀가 중 나언에게 다른 사람을 만나러 간 것인지 질문하며 감사 인사를 전하는 내용이다.
박원빈,"2월 니랑 집사 끝잉 끝을 내야 한다는 생각에, 네 정말 그냥 다시 얼굴을 보니까 뭐 좋은 것도 있을 거고, 내가 좀 더 성숙해져 와야 되나?",정규민,negative,attention,"박원빈은 2월에 끝내야 한다는 생각과 다시 얼굴을 보는 것에 대한 복잡한 감정을 드러내며, 자신의 성숙에 대한 고민을 언급하고 있다."
박원빈,"싸울 때나 그럴 때만큼은 좀 그렇지는 못했던 것 같거든, 나도 그렇지. 너한테 있어서?",성해은,negative,갈등,"박원빈은 과거 싸울 때 감정적으로 잘 대처하지 못했던 자신의 모습에 대해 언급하며, 상대방에게도 그러한 면이 있었는지 질문하고 있다."
남희두,만약에 지연이가 나랑 똑같은 행동을 했다면 어려서 그런 거다 하고 넘어갈 수 있었을 거야. 아마 넌 그런 면이 나한테 조금은 너가 더 그 선이 높아.,이지연,negative,갈등,이지연의 행동에 대한 불만과 자신에게 더 엄격한 기준을 적용하는 것에 대한 서운함이 드러나는 발언
박원빈,기준이 으음 그런 것 같아. 그런 것 같더라.,,neutral,none,화자는 제시된 기준에 대해 확신하지 못하고 불확실성을 표현하고 있다.
남희두,시청해주셔서 감사합니다.,,positive,general,시청자에게 감사 인사를 전하는 발언
박원빈,느꼈어.,,neutral,none,감정 상태를 간략하게 표현한 발화
남희두,느껴져?,,neutral,unclassified,상대방의 감정 상태를 묻는 질문
남희두,내가 너한테 항상 그렇게 얘기하면 너는 사소한 거라고 그러잖아.,,negative,갈등,상대방의 반응에 대한 불만과 서운함이 드러나는 발언
박원빈,근데 내가 뭔가 좀.. 지금 생각이 딱 그렇게 드네.,박원빈,neutral,self_talk,"박원빈이 자신의 생각에 대해 언급하며, 특정 대상이나 감정을 드러내지 않는 혼잣말"
박원빈,내가 바라는 게 좀 많았네요.,박원빈,negative,self-reflection,자신의 기대치가 높았음을 자각하며 반성하는 발언
